,Time Period,Total Social Welfare (R/kwh)
0,0,1.0466536151055397
1,1,1.0659375061569236
2,2,0.8631859343360258
3,3,0.7495479249327346
4,4,0.6643347670415187
5,5,0.9791181571523235
6,6,1.8777090248174972
7,7,1.8207403226637937
8,8,1.547088959572927
9,9,1.0011744003662213
10,10,1.701322309685127
11,11,1.753416621789636
12,12,1.444394850494537
13,13,1.2706503602193455
14,14,0.9684826387284371
15,15,0.6412668781500354
16,16,0.37814848119474465
17,17,-0.010162756920962211
18,18,-0.7441020882817275
19,19,-0.32473486307958344
20,20,-0.9159129958878751
21,21,0.053815124436983386
22,22,0.025869487011908714
23,23,0.06511779534922041
