,Time Period,Total Social Welfare (R/kwh)
0,0,0.3542202618646967
1,1,0.7209379029034662
2,2,0.5951897129271533
3,3,0.5796309155312703
4,4,0.45507128059292223
5,5,0.6047051089707038
6,6,1.6174545534621554
7,7,1.8784238180819297
8,8,1.3320988287230873
9,9,1.4988359222332677
10,10,1.6960467798213505
11,11,1.9790946671492915
12,12,1.2796482541016783
13,13,0.8628570650958478
14,14,-0.010411298756696497
15,15,0.14443840420246923
16,16,0.3350270311024288
17,17,0.03706021366531255
18,18,-0.16211966942047357
19,19,-0.13108292074680722
20,20,-0.8773146805316945
21,21,0.15162501205010986
22,22,0.1813063566281011
23,23,0.1227257562498108
