,Time Period,Total Social Welfare (R/kwh)
0,0,0.1845499326363673
1,1,0.26814809695866526
2,2,0.25163768128113834
3,3,0.4074152540915124
4,4,0.525409625790447
5,5,0.4800165688038062
6,6,0.7506207722456717
7,7,1.0068452294350436
8,8,0.8216168844527045
9,9,0.4155051356782808
10,10,1.248135335066027
11,11,1.0828138594733934
12,12,1.039369022597999
13,13,0.4132875377485501
14,14,-0.0343522524140395
15,15,0.1868833774241711
16,16,-0.78290460581329
17,17,-0.4093799138024917
18,18,-0.735719342173937
19,19,-1.8098761117749267
20,20,-0.35073377338488554
21,21,-0.38518269890070145
22,22,-0.2683039464065201
23,23,0.013280400474031895
