,Time Period,Total Social Welfare (R/kwh)
0,0,0.10195742057491844
1,1,0.2683840744232462
2,2,0.26564735103807086
3,3,0.39832257328895027
4,4,0.31833881904515643
5,5,0.415038387097557
6,6,0.8717681661861193
7,7,-2.1014106095874387
8,8,0.8473600773020481
9,9,1.0252621529872574
10,10,1.1121406841704526
11,11,1.047005951911475
12,12,0.8347831702374989
13,13,0.9323340170666058
14,14,0.6058474103544352
15,15,-0.28160053374340976
16,16,-0.14733420671657638
17,17,-0.1459651780751404
18,18,-4.800333035513111
19,19,-2.5651431660677746
20,20,-1.0443395418086088
21,21,-0.41007935698018033
22,22,-0.011481970590127746
23,23,0.07270624386373475
